Participant,Phase,ShotNumber,SelectedTargetID,SelectedTargetPosition,CrosshairPosition,CrosshairRotation,LeftEyePosition,RightEyePosition,CombinedEyePosition,LeftEyeOpen,RightEyeOpen,XRPosition,XRRotation,Hit,Accuracy,DominantEyeForShot,LeftEyeDistanceFromRay,RightEyeDistanceFromRay,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
3,Dominant,15,Target 3,"(-7.80, 2.50, 8.88)","(-1.03, 1.06, 1.65)","(355.92, 317.39, 359.72)","(-0.66, 1.06, 1.18)","(-0.60, 1.05, 1.21)","(-0.63, 1.06, 1.20)",False,True,"(-0.66, 1.05, 1.22)","(356.60, 335.84, 356.48)",True,0.2535232,Right,0.05481086,0.01569813,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,16,Target 4,"(-4.80, 2.50, 10.88)","(-0.89, 1.07, 1.76)","(355.17, 337.53, 358.73)","(-0.66, 1.06, 1.18)","(-0.60, 1.05, 1.21)","(-0.63, 1.06, 1.20)",False,True,"(-0.67, 1.05, 1.21)","(356.61, 339.90, 356.66)",True,0.6932532,Right,0.02522841,0.04386546,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,17,Target 6,"(3.20, 2.50, 10.88)","(-0.40, 1.06, 1.83)","(354.36, 22.82, 358.83)","(-0.71, 1.06, 1.18)","(-0.64, 1.05, 1.18)","(-0.68, 1.05, 1.18)",False,True,"(-0.68, 1.05, 1.21)","(356.05, 5.77, 1.66)",True,0.224989,Right,0.05517095,0.01625011,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,18,Target 3,"(-7.80, 2.50, 8.88)","(-1.02, 1.07, 1.72)","(355.81, 316.61, 0.08)","(-0.63, 1.06, 1.19)","(-0.58, 1.06, 1.24)","(-0.60, 1.06, 1.22)",False,True,"(-0.62, 1.06, 1.24)","(354.08, 316.87, 358.96)",True,0.1029593,Right,0.07242948,0.006843437,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,19,Target 4,"(-4.80, 2.50, 10.88)","(-0.84, 1.07, 1.86)","(355.56, 337.19, 359.33)","(-0.63, 1.06, 1.19)","(-0.58, 1.06, 1.24)","(-0.60, 1.06, 1.22)",False,True,"(-0.61, 1.06, 1.24)","(354.44, 331.93, 358.59)",True,0.1847416,Right,0.07419732,0.01284024,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
3,Dominant,20,Target 1,"(-9.80, 2.50, 2.14)","(-1.19, 1.07, 1.35)","(356.37, 275.39, 357.27)","(-0.58, 1.07, 1.22)","(-0.56, 1.06, 1.29)","(-0.57, 1.06, 1.25)",False,True,"(-0.60, 1.06, 1.27)","(352.16, 289.75, 354.45)",True,0.1300547,Right,0.07422682,0.009594074,3,20,male,I have used a VR device at least once previously,"Mild visual impairment, corrected with eyewear (glasses)",Weekly,Right,No,No,Closing left eye
4,Calibration,1,Target 6,"(3.20, 2.50, 10.88)","(-0.53, 1.09, 1.78)","(352.81, 20.87, 358.18)","(-0.76, 1.06, 1.28)","(-0.70, 1.07, 1.26)","(-0.73, 1.06, 1.27)",True,True,"(-0.73, 1.06, 1.29)","(2.82, 17.78, 4.31)",True,0.1840746,Left,0.03358606,0.03426794,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,2,Target 6,"(3.20, 2.50, 10.88)","(-0.55, 1.07, 1.80)","(356.55, 21.44, 0.05)","(-0.76, 1.06, 1.28)","(-0.70, 1.07, 1.26)","(-0.73, 1.06, 1.27)",True,True,"(-0.73, 1.06, 1.29)","(2.34, 16.88, 5.42)",True,0.207359,Left,0.01187736,0.05939246,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,3,Target 8,"(8.20, 2.50, 5.88)","(-0.36, 1.07, 1.57)","(354.79, 64.13, 0.97)","(-0.82, 1.06, 1.31)","(-0.77, 1.06, 1.27)","(-0.80, 1.06, 1.29)",True,False,"(-0.81, 1.05, 1.31)","(2.67, 55.30, 5.70)",False,0.4768572,Left,0.02642362,0.08942363,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,4,Target 8,"(8.20, 2.50, 5.88)","(-0.33, 1.11, 1.76)","(354.43, 64.33, 1.39)","(-0.82, 1.06, 1.31)","(-0.77, 1.06, 1.27)","(-0.80, 1.06, 1.29)",True,False,"(-0.76, 1.09, 1.51)","(3.38, 61.54, 5.20)",False,2.700201,Left,0.1892713,0.2505277,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,5,Target 1,"(-9.80, 2.50, 2.14)","(-1.27, 1.11, 1.50)","(0.76, 273.92, 359.35)","(-0.78, 1.09, 1.39)","(-0.76, 1.10, 1.46)","(-0.77, 1.10, 1.43)",True,True,"(-0.79, 1.09, 1.44)","(15.24, 284.60, 4.47)",True,0.1309509,Right,0.07622729,0.00787244,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,6,Target 3,"(-7.80, 2.50, 8.88)","(-1.10, 1.12, 1.77)","(356.49, 315.91, 2.62)","(-0.76, 1.11, 1.39)","(-0.71, 1.11, 1.44)","(-0.74, 1.11, 1.41)",True,False,"(-0.75, 1.10, 1.43)","(4.74, 315.25, 5.19)",True,0.1339296,Left,0.006986786,0.05896706,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,7,Target 7,"(6.20, 2.50, 8.88)","(-0.44, 1.11, 1.81)","(354.31, 43.25, 1.75)","(-0.74, 1.11, 1.48)","(-0.69, 1.11, 1.42)","(-0.71, 1.11, 1.45)",True,False,"(-0.61, 1.18, 1.57)","(6.03, 44.83, 1.96)",True,0.3133203,Left,0.0143396,0.08551902,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,8,Target 5,"(-0.80, 2.50, 11.88)","(-0.78, 1.11, 1.89)","(357.44, 358.27, 0.63)","(-0.74, 1.11, 1.48)","(-0.69, 1.11, 1.42)","(-0.71, 1.11, 1.45)",True,False,"(-0.75, 1.09, 1.45)","(9.68, 357.44, 4.63)",False,1.060698,Left,0.04367659,0.09127767,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,9,Target 7,"(6.20, 2.50, 8.88)","(-0.39, 1.12, 1.87)","(357.44, 43.76, 3.07)","(-0.76, 1.10, 1.48)","(-0.71, 1.10, 1.42)","(-0.74, 1.10, 1.45)",True,False,"(-0.73, 1.10, 1.47)","(5.75, 49.37, 4.22)",True,0.1129558,Left,0.006376375,0.07198048,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,10,Target 8,"(8.20, 2.50, 5.88)","(-0.26, 1.12, 1.71)","(356.88, 64.88, 1.01)","(-0.76, 1.10, 1.48)","(-0.71, 1.10, 1.42)","(-0.74, 1.10, 1.45)",True,False,"(-0.72, 1.10, 1.45)","(4.52, 66.85, 3.30)",True,0.2344842,Left,0.01383852,0.06201066,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,11,Target 9,"(8.20, 2.50, 2.14)","(-0.19, 1.12, 1.50)","(355.99, 86.88, 0.82)","(-0.76, 1.10, 1.48)","(-0.71, 1.10, 1.42)","(-0.74, 1.10, 1.45)",True,False,"(-0.71, 1.09, 1.43)","(4.60, 87.84, 3.31)",True,0.3027854,Left,0.02072259,0.04256403,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,12,Target 9,"(8.20, 2.50, 2.14)","(-0.20, 1.13, 1.51)","(354.48, 85.17, 2.22)","(-0.76, 1.10, 1.48)","(-0.71, 1.10, 1.42)","(-0.74, 1.10, 1.45)",True,False,"(-0.71, 1.09, 1.43)","(4.72, 87.87, 3.48)",True,0.2489689,Left,0.01692457,0.05002683,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,13,Target 5,"(-0.80, 2.50, 11.88)","(-0.77, 1.12, 1.95)","(357.65, 0.01, 1.30)","(-0.76, 1.10, 1.48)","(-0.71, 1.10, 1.42)","(-0.74, 1.10, 1.45)",True,False,"(-0.74, 1.10, 1.44)","(7.58, 358.28, 3.73)",True,0.2631399,Left,0.01247337,0.05849573,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,14,Target 2,"(-9.80, 2.50, 5.88)","(-1.18, 1.12, 1.65)","(357.45, 297.03, 357.80)","(-0.76, 1.10, 1.48)","(-0.71, 1.10, 1.42)","(-0.74, 1.10, 1.45)",False,True,"(-0.74, 1.09, 1.41)","(5.00, 308.86, 3.57)",True,0.09065138,Right,0.03112539,0.005009553,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,15,Target 4,"(-4.80, 2.50, 10.88)","(-0.91, 1.11, 1.90)","(358.28, 339.50, 0.86)","(-0.77, 1.09, 1.40)","(-0.71, 1.10, 1.42)","(-0.74, 1.09, 1.41)",True,True,"(-0.73, 1.09, 1.42)","(10.08, 344.31, 3.90)",True,0.1478292,Right,0.07150143,0.007716376,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,16,Target 5,"(-0.80, 2.50, 11.88)","(-0.70, 1.10, 1.92)","(358.07, 0.98, 358.28)","(-0.77, 1.09, 1.40)","(-0.71, 1.10, 1.42)","(-0.74, 1.09, 1.41)",True,True,"(-0.72, 1.08, 1.43)","(12.58, 6.82, 3.33)",True,0.3264675,Right,0.07635322,0.0166069,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,17,Target 1,"(-9.80, 2.50, 2.14)","(-1.22, 1.12, 1.47)","(355.07, 274.03, 359.43)","(-0.67, 1.11, 1.34)","(-0.71, 1.10, 1.42)","(-0.69, 1.10, 1.38)",True,True,"(-0.74, 1.09, 1.40)","(8.01, 288.81, 3.80)",True,0.1422291,Right,0.08824275,0.008547717,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,18,Target 3,"(-7.80, 2.50, 8.88)","(-1.04, 1.10, 1.79)","(355.13, 318.40, 358.78)","(-0.76, 1.10, 1.41)","(-0.71, 1.10, 1.44)","(-0.74, 1.10, 1.43)",True,True,"(-0.72, 1.08, 1.43)","(10.58, 325.86, 1.56)",True,0.103102,Right,0.06376077,0.004977311,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,19,Target 8,"(8.20, 2.50, 5.88)","(-0.26, 1.09, 1.59)","(355.92, 67.18, 359.68)","(-0.76, 1.10, 1.41)","(-0.71, 1.10, 1.44)","(-0.74, 1.10, 1.43)",False,True,"(-0.69, 1.08, 1.40)","(10.46, 72.45, 1.88)",True,1.500015,Right,0.06384125,0.07573259,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Calibration,20,Target 9,"(8.20, 2.50, 2.14)","(-0.23, 1.09, 1.38)","(353.58, 87.42, 358.88)","(-0.76, 1.10, 1.41)","(-0.71, 1.10, 1.44)","(-0.74, 1.10, 1.43)",False,True,"(-0.69, 1.07, 1.36)","(11.81, 87.70, 2.09)",True,1.907971,Right,0.07743036,0.1109313,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,1,Target 6,"(3.20, 2.50, 10.88)","(-0.53, 1.10, 1.81)","(355.76, 23.13, 0.50)","(-0.75, 1.09, 1.46)","(-0.69, 1.10, 1.43)","(-0.72, 1.10, 1.44)",False,True,"(-0.72, 1.08, 1.44)","(6.18, 26.65, 6.27)",False,0.8116931,Cyclopean,0.06584101,0.004988325,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,2,Target 1,"(-9.80, 2.50, 2.14)","(-1.08, 1.09, 1.46)","(358.49, 273.64, 0.83)","(-0.68, 1.08, 1.35)","(-0.69, 1.09, 1.43)","(-0.68, 1.09, 1.39)",False,True,"(-0.71, 1.07, 1.40)","(15.58, 278.99, 5.96)",False,0.8302554,Cyclopean,0.07570786,0.0041028,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,3,Target 6,"(3.20, 2.50, 10.88)","(-0.52, 1.10, 1.80)","(359.81, 23.52, 0.35)","(-0.71, 1.09, 1.41)","(-0.65, 1.09, 1.39)","(-0.68, 1.09, 1.40)",True,True,"(-0.71, 1.08, 1.41)","(7.47, 31.37, 2.77)",True,0.09599691,Cyclopean,0.02812553,0.03662047,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,4,Target 8,"(8.20, 2.50, 5.88)","(-0.30, 1.09, 1.55)","(357.88, 69.07, 359.95)","(-0.71, 1.09, 1.41)","(-0.65, 1.09, 1.39)","(-0.68, 1.09, 1.40)",False,True,"(-0.69, 1.07, 1.40)","(9.98, 62.75, 4.41)",False,0.870052,Cyclopean,0.06030634,0.01543055,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,5,Target 5,"(-0.80, 2.50, 11.88)","(-0.65, 1.09, 1.81)","(357.56, 0.36, 0.16)","(-0.72, 1.08, 1.40)","(-0.65, 1.09, 1.41)","(-0.69, 1.09, 1.40)",False,True,"(-0.67, 1.07, 1.42)","(12.24, 359.39, 4.19)",False,1.071404,Cyclopean,0.08209948,0.01038698,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,6,Target 7,"(6.20, 2.50, 8.88)","(-0.39, 1.09, 1.66)","(356.43, 41.98, 0.03)","(-0.72, 1.08, 1.40)","(-0.65, 1.09, 1.41)","(-0.69, 1.09, 1.40)",False,True,"(-0.67, 1.07, 1.40)","(13.12, 42.29, 4.19)",False,1.174517,Cyclopean,0.07211574,0.02336334,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,7,Target 3,"(-7.80, 2.50, 8.88)","(-0.94, 1.08, 1.71)","(4.58, 318.72, 0.79)","(-0.71, 1.07, 1.39)","(-0.67, 1.08, 1.44)","(-0.69, 1.08, 1.41)",True,True,"(-0.70, 1.06, 1.42)","(18.18, 313.59, 9.13)",False,0.616382,Cyclopean,0.05668084,0.01116964,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,8,Target 8,"(8.20, 2.50, 5.88)","(-0.30, 1.09, 1.55)","(0.02, 64.86, 0.78)","(-0.71, 1.07, 1.41)","(-0.69, 1.08, 1.35)","(-0.70, 1.08, 1.38)",False,True,"(-0.68, 1.07, 1.39)","(9.55, 67.32, 4.57)",False,0.613085,Cyclopean,0.06010905,0.007670392,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,9,Target 6,"(3.20, 2.50, 10.88)","(-0.50, 1.09, 1.74)","(357.04, 21.97, 359.87)","(-0.73, 1.07, 1.39)","(-0.65, 1.08, 1.38)","(-0.69, 1.08, 1.38)",False,True,"(-0.68, 1.06, 1.41)","(12.59, 21.03, 6.43)",False,0.9958975,Cyclopean,0.07854519,0.004121898,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,10,Target 3,"(-7.80, 2.50, 8.88)","(-0.99, 1.09, 1.80)","(1.26, 316.00, 0.87)","(-0.70, 1.08, 1.40)","(-0.65, 1.09, 1.44)","(-0.68, 1.08, 1.42)",False,True,"(-0.67, 1.06, 1.43)","(18.14, 317.29, 9.18)",False,0.7406854,Cyclopean,0.06928658,0.009025116,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,11,Target 9,"(8.20, 2.50, 2.14)","(-0.32, 1.09, 1.42)","(356.62, 85.54, 358.77)","(-0.72, 1.09, 1.47)","(-0.73, 1.09, 1.39)","(-0.72, 1.09, 1.43)",False,True,"(-0.70, 1.08, 1.42)","(5.67, 94.94, 359.62)",False,0.9611757,Cyclopean,0.08269699,0.01252873,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,12,Target 6,"(3.20, 2.50, 10.88)","(-0.53, 1.09, 1.73)","(355.36, 22.47, 359.37)","(-0.75, 1.08, 1.38)","(-0.69, 1.09, 1.35)","(-0.72, 1.08, 1.37)",False,True,"(-0.71, 1.07, 1.39)","(8.10, 26.79, 3.05)",False,0.9254731,Cyclopean,0.07062622,0.009150808,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,13,Target 4,"(-4.80, 2.50, 10.88)","(-0.81, 1.10, 1.77)","(356.64, 336.46, 359.77)","(-0.73, 1.08, 1.39)","(-0.66, 1.09, 1.41)","(-0.69, 1.08, 1.40)",False,True,"(-0.69, 1.08, 1.42)","(11.59, 340.99, 5.55)",False,1.006163,Cyclopean,0.07794415,0.003042322,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,14,Target 2,"(-9.80, 2.50, 5.88)","(-1.02, 1.09, 1.60)","(356.38, 292.22, 1.16)","(-0.73, 1.08, 1.35)","(-0.68, 1.10, 1.41)","(-0.71, 1.09, 1.38)",True,True,"(-0.71, 1.08, 1.41)","(13.75, 302.02, 5.92)",False,1.522618,Cyclopean,0.09512912,0.02632004,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,15,Target 6,"(3.20, 2.50, 10.88)","(-0.50, 1.10, 1.80)","(357.23, 23.40, 0.49)","(-0.74, 1.07, 1.41)","(-0.69, 1.08, 1.38)","(-0.71, 1.08, 1.40)",False,True,"(-0.69, 1.07, 1.40)","(16.11, 31.74, 7.56)",False,0.9037427,Cyclopean,0.07461059,0.01120438,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,16,Target 7,"(6.20, 2.50, 8.88)","(-0.37, 1.09, 1.69)","(358.37, 40.55, 359.79)","(-0.73, 1.09, 1.40)","(-0.68, 1.09, 1.36)","(-0.71, 1.09, 1.38)",False,True,"(-0.69, 1.07, 1.38)","(14.53, 49.92, 5.69)",False,0.8200973,Cyclopean,0.07033987,0.01224147,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,17,Target 9,"(8.20, 2.50, 2.14)","(-0.26, 1.09, 1.39)","(357.15, 86.38, 357.43)","(-0.72, 1.08, 1.39)","(-0.69, 1.08, 1.34)","(-0.71, 1.08, 1.36)",False,True,"(-0.71, 1.07, 1.38)","(13.95, 85.33, 4.16)",True,0.287477,Cyclopean,0.04339803,0.01716317,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,18,Target 8,"(8.20, 2.50, 5.88)","(-0.30, 1.09, 1.56)","(355.90, 62.63, 359.38)","(-0.72, 1.08, 1.39)","(-0.69, 1.08, 1.34)","(-0.71, 1.08, 1.36)",False,True,"(-0.71, 1.06, 1.39)","(14.18, 69.03, 5.56)",True,0.2995951,Cyclopean,0.04577066,0.02055332,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,19,Target 1,"(-9.80, 2.50, 2.14)","(-1.12, 1.09, 1.48)","(358.70, 274.14, 359.40)","(-0.73, 1.09, 1.34)","(-0.71, 1.09, 1.40)","(-0.72, 1.09, 1.37)",False,True,"(-0.69, 1.07, 1.41)","(18.92, 281.27, 2.90)",False,1.587461,Cyclopean,0.1091935,0.04614218,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Cyclopean,20,Target 5,"(-0.80, 2.50, 11.88)","(-0.67, 1.09, 1.83)","(356.63, 0.70, 359.80)","(-0.71, 1.09, 1.39)","(-0.64, 1.09, 1.39)","(-0.67, 1.09, 1.39)",False,True,"(-0.68, 1.07, 1.40)","(13.92, 10.11, 1.83)",True,0.3894763,Cyclopean,0.0479097,0.02000228,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Dominant,1,Target 8,"(8.20, 2.50, 5.88)","(-0.34, 1.09, 1.54)","(356.12, 62.47, 358.78)","(-0.76, 1.06, 1.42)","(-0.74, 1.08, 1.34)","(-0.75, 1.07, 1.38)",False,True,"(-0.74, 1.07, 1.38)","(10.23, 68.46, 2.99)",True,0.1143737,Right,0.08105621,0.005426062,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Dominant,2,Target 6,"(3.20, 2.50, 10.88)","(-0.52, 1.09, 1.76)","(353.44, 22.59, 0.09)","(-0.79, 1.08, 1.41)","(-0.74, 1.09, 1.38)","(-0.76, 1.09, 1.40)",False,True,"(-0.70, 1.07, 1.40)","(13.86, 23.02, 5.04)",True,1.280158,Right,0.1208158,0.05834667,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Dominant,3,Target 4,"(-4.80, 2.50, 10.88)","(-0.87, 1.09, 1.86)","(358.73, 337.71, 0.89)","(-0.72, 1.07, 1.36)","(-0.66, 1.08, 1.38)","(-0.69, 1.08, 1.37)",True,True,"(-0.70, 1.06, 1.38)","(16.64, 341.79, 7.89)",False,1.201062,Left,0.06483128,0.003223944,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
4,Dominant,4,Target 9,"(8.20, 2.50, 2.14)","(-0.28, 1.09, 1.39)","(357.55, 86.09, 358.79)","(-0.72, 1.08, 1.38)","(-0.70, 1.08, 1.32)","(-0.71, 1.08, 1.35)",False,True,"(-0.71, 1.07, 1.38)","(6.58, 88.90, 2.38)",True,0.6087118,Right,0.03242538,0.03110456,4,21,female,I do not use VR devices,"Mild visual impairment, corrected with eyewear (glasses)",Never,Left,No,"Yes, it was difficult to see targets",Holding my arm
